"Student.ID","AcadLevel","AYSemesterNo","Course.Code","Course.Name","Credit.Hours","Grade","Point","Notes","Result","datesubmitted"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"C+",2.3,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"C-",1.7,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITNT101","Computer Hardware",3,"B-",2.7,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C+",2.3,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","ITNT102","Network Fundamentals I",2,"C-",1.7,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS103","Web Technologies",3,"D",1,"N","F","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITNT103","Network Fundamentals II",3,"F",0,"N","F","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS104","Fundamentals of Multimedia",2,"B-",2.7,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITSE102","Introduction to Operating Systems",3,"C-",1.7,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITIS103","Web Technologies",3,"B-",2.7,"R","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITNT103","Network Fundamentals II",3,"B",3,"R","P","2019-11-13 12:42:49"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ITSY301","Introduction to Cryptography",3,"D",1,"","F","2019-11-13 12:42:49"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2019-11-13 12:42:49"
"16S16347","Diploma Second Year","2018 - 2019(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2019-11-13 12:42:49"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"C+",2.3,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"C-",1.7,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITNT101","Computer Hardware",3,"B-",2.7,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C+",2.3,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","ITNT102","Network Fundamentals I",2,"C-",1.7,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS103","Web Technologies",3,"D",1,"N","F","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITNT103","Network Fundamentals II",3,"F",0,"N","F","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS104","Fundamentals of Multimedia",2,"B-",2.7,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITSE102","Introduction to Operating Systems",3,"C-",1.7,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITIS103","Web Technologies",3,"B-",2.7,"R","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITNT103","Network Fundamentals II",3,"B",3,"R","P","2019-11-13 12:45:20"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ITSY301","Introduction to Cryptography",3,"D",1,"","F","2019-11-13 12:45:20"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2019-11-13 12:45:20"
"16S16347","Diploma Second Year","2018 - 2019(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2019-11-13 12:45:20"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"C+",2.3,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"C-",1.7,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITNT101","Computer Hardware",3,"B-",2.7,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C+",2.3,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","ITNT102","Network Fundamentals I",2,"C-",1.7,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS103","Web Technologies",3,"D",1,"N","F","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITNT103","Network Fundamentals II",3,"F",0,"N","F","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS104","Fundamentals of Multimedia",2,"B-",2.7,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITSE102","Introduction to Operating Systems",3,"C-",1.7,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITIS103","Web Technologies",3,"B-",2.7,"R","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITNT103","Network Fundamentals II",3,"B",3,"R","P","2019-11-13 12:52:32"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ITSY301","Introduction to Cryptography",3,"D",1,"","F","2019-11-13 12:52:32"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2019-11-13 12:52:32"
"16S16347","Diploma Second Year","2018 - 2019(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2019-11-13 12:52:32"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"C+",2.3,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"C-",1.7,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITNT101","Computer Hardware",3,"B-",2.7,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C+",2.3,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","ITNT102","Network Fundamentals I",2,"C-",1.7,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS103","Web Technologies",3,"D",1,"N","F","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITNT103","Network Fundamentals II",3,"F",0,"N","F","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS104","Fundamentals of Multimedia",2,"B-",2.7,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITSE102","Introduction to Operating Systems",3,"C-",1.7,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITIS103","Web Technologies",3,"B-",2.7,"R","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITNT103","Network Fundamentals II",3,"B",3,"R","P","2019-11-13 12:55:11"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ITSY301","Introduction to Cryptography",3,"D",1,"","F","2019-11-13 12:55:11"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2019-11-13 12:55:11"
"16S16347","Diploma Second Year","2018 - 2019(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2019-11-13 12:55:11"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ENGL2100","Technical Communication",3,NA,4,"","P","2019-11-13 12:55:11"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","MATH201","mathematics for it",3,NA,4,"","P","2019-11-13 12:55:11"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ITSE201","programming ii",3,NA,4,"","P","2019-11-13 12:55:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"C+",2.3,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"C-",1.7,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITNT101","Computer Hardware",3,"B-",2.7,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C+",2.3,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","ITNT102","Network Fundamentals I",2,"C-",1.7,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS103","Web Technologies",3,"D",1,"N","F","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITNT103","Network Fundamentals II",3,"F",0,"N","F","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS104","Fundamentals of Multimedia",2,"B-",2.7,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITSE102","Introduction to Operating Systems",3,"C-",1.7,"","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITIS103","Web Technologies",3,"B-",2.7,"R","P","2019-11-13 12:55:44"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITNT103","Network Fundamentals II",3,"B",3,"R","P","2019-11-13 12:55:44"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ITSY301","Introduction to Cryptography",3,"D",1,"","F","2019-11-13 12:55:44"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2019-11-13 12:55:44"
"16S16347","Diploma Second Year","2018 - 2019(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2019-11-13 12:55:44"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ENGL2100","Technical Communication",3,NA,3,"","P","2019-11-13 12:55:44"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","MATH201","mathematics for it",3,NA,3,"","P","2019-11-13 12:55:44"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ITSE201","programming ii",3,NA,3,"","P","2019-11-13 12:55:44"
"16J1561","Diploma First Year","2015 - 2016(Semester 2 )","MATH1201","Managerial Statistics for IT",3,"C-",1.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2015 - 2016(Semester 2 )","ENTW1100","Technical Writing I",3,"C-",1.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2015 - 2016(Semester 2 )","ITDB1102","Introduction To Database",3,"B",3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2015 - 2016(Semester 2 )","ITNT1103","Computer Hardware",3,"C-",1.7,"N","F","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2015 - 2016(Semester 3 )","ITAD1100","Advanced IT Skills",3,"A",4,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2015 - 2016(Semester 3 )","ITNT1103","Computer Hardware",3,"C",2,"R","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 1 )","ITSE1203","Introduction To Web Technology",3,"B-",2.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 1 )","ITDB1204","Applied Database",3,"C",2,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 1 )","ITNT1204","Introduction To Networking",3,"C-",1.7,"N","F","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 1 )","ITSE1101","Introduction To Programming",3,"C+",2.3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 1 )","ENTW1200","Technical Writing I I",3,"C",2,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 2 )","ITNT1204","Introduction To Networking",3,"B",3,"R","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 2 )","BAMG2111","Entrepreneurship",3,"A",4,"","P","2019-11-13 13:06:13"
"16J1561","Diploma First Year","2016 - 2017(Semester 2 )","ITSE1202","Introduction To Operating  Systems",3,"C+",2.3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2016 - 2017(Semester 2 )","BAMG1100","Introduction To Business",3,"B",3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2016 - 2017(Semester 2 )","MATH1200","Calculus I",3,"B-",2.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2016 - 2017(Semester 3 )","ENGL2100","Technical Communication",3,"C-",1.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2016 - 2017(Semester 3 )","PHIL3108","Business Ethics",3,"B-",2.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 1 )","MATH3103","Math I I",3,"B+",3.3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 1 )","ITMM2200","Fundamentals Of Multimedia",3,"B-",2.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 1 )","ITBS2203","E-Commerce for IT",3,"F",0,"N","F","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 1 )","ITNT2201","Principles Of  Data Telecommunications",3,"B-",2.7,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 1 )","ITDB2101","System Analysis And Design",3,"B",3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 2 )","ITBS2203","E-Commerce for IT",3,"B",3,"R","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 2 )","ITSE2102","Introduction To Software Engineering",3,"B+",3.3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 2 )","ITSE2100","Object Oriented Programming(Java)",3,"B",3,"","P","2019-11-13 13:06:13"
"16J1561","Diploma Second Year","2017 - 2018(Semester 2 )","ITPJ2202","Course Project",3,"B+",3.3,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2017 - 2018(Semester 3 )","PHIL3201","Formal Arabic Communication",3,"A-",3.7,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2017 - 2018(Semester 3 )","MATH2200","Discrete Structure",3,"A-",3.7,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 1 )","ITDB3208","SQL Concept And Syntax",3,"C",2,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 1 )","ITDB3111","Project Management",3,"B+",3.3,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 1 )","ITDB3101","Database Application Development",3,"C+",2.3,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 1 )","ITSE3101","Data Structure And Algorithms",3,"C-",1.7,"N","F","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 1 )","ENGL3100","Public Speaking",3,"B",3,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 2 )","ITSE3204","Course Project",3,"B-",2.7,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 2 )","ITSE3203","Advanced Operating System",3,"D",1,"N","F","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 2 )","ITSE3101","Data Structure And Algorithms",3,"C",2,"R","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 2 )","BAEC1203","Principles Of Microeconomics",3,"C",2,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 3 )","ITSE3203","Advanced Operating System",3,"B+",3.3,"R","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2018 - 2019(Semester 3 )","ITSE3200","Object Oriented Analysis & Design",3,"A-",3.7,"","P","2019-11-13 13:06:13"
"16J1561","Advanced Diploma","2019 - 2020(Semester 1 )","c1","a1",3,"c",2,"","P","2019-11-13 13:06:13"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"C+",2.3,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"C-",1.7,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITNT101","Computer Hardware",3,"B-",2.7,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C+",2.3,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","ITNT102","Network Fundamentals I",2,"C-",1.7,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS103","Web Technologies",3,"D",1,"N","F","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITNT103","Network Fundamentals II",3,"F",0,"N","F","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS104","Fundamentals of Multimedia",2,"B-",2.7,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITSE102","Introduction to Operating Systems",3,"C-",1.7,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITIS103","Web Technologies",3,"B-",2.7,"R","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITNT103","Network Fundamentals II",3,"B",3,"R","P","2019-11-13 14:14:03"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ITSY301","Introduction to Cryptography",3,"D",1,"","F","2019-11-13 14:14:03"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2019-11-13 14:14:03"
"16S16347","Diploma Second Year","2018 - 2019(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2019-11-13 14:14:03"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ENGL2100","Technical Communication",3,NA,3,"","P","2019-11-13 14:14:03"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","MATH201","mathematics for it",3,NA,3,"","P","2019-11-13 14:14:03"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ITSE201","programming ii",3,NA,3,"","P","2019-11-13 14:14:03"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"C+",2.3,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"C-",1.7,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITNT101","Computer Hardware",3,"B-",2.7,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C+",2.3,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2017 - 2018(Semester 3 )","ITNT102","Network Fundamentals I",2,"C-",1.7,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS103","Web Technologies",3,"D",1,"N","F","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITNT103","Network Fundamentals II",3,"F",0,"N","F","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITIS104","Fundamentals of Multimedia",2,"B-",2.7,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 1 )","ITSE102","Introduction to Operating Systems",3,"C-",1.7,"","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITIS103","Web Technologies",3,"B-",2.7,"R","P","2019-11-14 13:13:11"
"16S16347","Diploma First Year","2018 - 2019(Semester 2 )","ITNT103","Network Fundamentals II",3,"B",3,"R","P","2019-11-14 13:13:11"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ITSY301","Introduction to Cryptography",3,"D",1,"","F","2019-11-14 13:13:11"
"16S16347","Diploma Second Year","2018 - 2019(Semester 2 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2019-11-14 13:13:11"
"16S16347","Diploma Second Year","2018 - 2019(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2019-11-14 13:13:11"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ENGL2100","Technical Communication",3,NA,3,"","P","2019-11-14 13:13:11"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","MATH201","mathematics for it",3,NA,3,"","P","2019-11-14 13:13:11"
"16S16347","Diploma Second Year","2019 - 2020(Semester 1 )","ITSE201","programming ii",3,NA,3,"","P","2019-11-14 13:13:11"
"16S163492","Diploma First Year","2017 - 2018(Semester 1 )","ITIS101","Fundamentals of Information Technology",2,"B+",3.3,"","P","2019-11-14 13:22:17"
"16S163492","Diploma First Year","2017 - 2018(Semester 1 )","ITDB101","Introduction to Database",3,"B-",2.7,"","P","2019-11-14 13:22:17"
"16S163492","Diploma First Year","2017 - 2018(Semester 1 )","ENTW1100","Technical Writing I",3,"C",2,"","P","2019-11-14 13:22:17"
"16S163492","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"C-",1.7,"","P","2019-11-14 13:22:17"
"16S163492","Diploma First Year","2017 - 2018(Semester 1 )","ITNT101","Computer Hardware",3,"C-",1.7,"","P","2019-11-14 13:22:17"
"16S163492","Diploma First Year","2017 - 2018(Semester 2 )","ITIS104","Fundamentals of Multimedia",2,"F",0,"N","F","2019-11-14 13:22:17"
"16S163492","Diploma First Year","2017 - 2018(Semester 2 )","ITSE101","Programming I",3,"C-",1.7,"","P","2019-11-14 13:22:17"
